
0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,12.0,0,0,0,1,1292,1292,1292,1292,972,0,1,3,0,0,,0,2,,0,1.0013333333333334
1,1,-1.0,-1.0,-1.0,136.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,1.0,0,0,0,0,1292,1292,496,1292,1223,0,10,2,0,0,,1,4,,1,0.9556666666666667
2,2,-1.0,120.0,-1.0,112.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,1.0,0,0,0,0,1292,1292,657,516,1259,0,19,1,0,0,,2,0,,2,0.9233333333333333
3,3,68.0,72.0,88.0,40.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,12.0,0,0,0,3,634,512,796,612,984,0,28,0,0,0,,3,1,,3,0.9106666666666666
4,4,44.0,48.0,64.0,16.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,1.0,0.0,1.0,0,0,0,0,736,571,855,753,996,0,31,1,0,0,,4,2,,4,0.9426666666666667
5,5,44.0,24.0,64.0,16.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,12.0,0,0,0,3,780,658,914,883,1008,0,34,1,0,0,,5,1,,5,0.9506666666666667
6,6,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,12.0,0,0,0,1,1292,1292,1292,1292,972,0,36,3,0,0,,6,4,,6,1.0013333333333334
7,7,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,1.0,0,0,0,0,1292,1292,1292,1292,960,0,39,3,0,0,,7,3,,7,1.0013333333333334
8,8,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,12.0,0,0,0,3,1292,1292,1292,1292,948,0,42,3,0,0,,8,3,,8,1.0013333333333334
9,9,-1.0,-1.0,-1.0,87.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,1.0,0,0,0,0,1292,1292,495,1292,936,0,45,3,0,0,,9,1,,9,0.972
10,10,-1.0,-1.0,-1.0,87.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,1.0,0.0,12.0,0,0,0,3,1292,1292,483,1292,948,0,45,1,0,0,,10,4,,10,0.972
11,11,-1.0,83.0,-1.0,63.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,0.0,1.0,0,0,0,0,1292,1292,574,491,960,0,45,1,0,0,,11,2,,11,0.952
